Entity,Label
reexpansion,OBS-DP
edema,OBS-DP
left,ANAT-DP
thoracocentesis,OBS-DP
pre - existing,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
substantially,OBS-DP
decreased,OBS-DP
post - procedural,OBS-DA
pneumothorax,OBS-DA
Moderate,OBS-DP
cardiomegaly,OBS-DP
small,OBS-DP
opacity,OBS-DP
right,ANAT-DP
lung,ANAT-DP
apex,ANAT-DP
unchanged,OBS-DP
area,OBS-U
confluent,OBS-U
consolidation,OBS-U
residual,OBS-U
scarring,OBS-U
Lung,ANAT-DP
volumes,ANAT-DP
low,OBS-DP
bronchovascular,ANAT-DP
crowding,OBS-DP
mild,OBS-DP
pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DP
confluent,OBS-DA
consolidations,OBS-DA
large,OBS-DA
pleural,ANAT-DP
effusions,OBS-DA
Cardiomediastinal,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
within,OBS-DP
normal,OBS-DP
limits,OBS-DP
Surgical,OBS-DP
clips,OBS-DP
right,ANAT-DP
upper,ANAT-DP
quadrant,ANAT-DP
Small,OBS-DP
focal,OBS-DP
opacity,OBS-DP
right,ANAT-DP
lung,ANAT-DP
apex,ANAT-DP
focal,OBS-U
pneumonia,OBS-U
scarring,OBS-U
prior,OBS-U
infection,OBS-U
Mild,OBS-DP
pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DP
interval,OBS-DP
improvement,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
substantial,OBS-DP
improvement,OBS-DP
bibasal,ANAT-DP
opacities,OBS-DP
resolving,OBS-U
edema,OBS-U
Small,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
left,ANAT-DP
more,OBS-DP
right,ANAT-DP
Right,ANAT-DP
PICC,OBS-DP
line,OBS-DP
tip,OBS-DP
mid,ANAT-DP
SVC,ANAT-DP
Increased,OBS-DP
moderate,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
mediastinum,ANAT-DP
rightward,ANAT-DP
obscures,OBS-DP
left,ANAT-DP
lung,ANAT-DP
base,ANAT-DP
atelectasis,OBS-U
secondary,OBS-U
empyema,OBS-U
hemothorax,OBS-U
Mild,OBS-DP
edema,OBS-DP
left,ANAT-DP
lung,ANAT-DP
right,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DA
Cardiac,ANAT-DP
silhouette,ANAT-DP
larger,OBS-DP
pericardial,ANAT-DP
effusion,OBS-U
new,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
New,OBS-DP
mild,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
pericardial,ANAT-DP
effusion,OBS-U
consolidation,OBS-DA
pneumonia,OBS-DA
some,OBS-DP
retrocardiac,ANAT-DP
atelectasis,OBS-DP
small,OBS-U
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-U
pneumothorax,OBS-DA
pulmonary,ANAT-DP
edema,OBS-DA
right,OBS-DP
granuloma,OBS-DP
unchanged,OBS-DP
heart,ANAT-DP
mildly,OBS-DP
enlarged,OBS-DP
unchanged,OBS-DP
tortuosity,OBS-DP
aorta,ANAT-DP
Size,OBS-DP
bilateral,ANAT-DP
effusions,OBS-DP
left,ANAT-DP
greater,OBS-DP
right,ANAT-DP
slightly,OBS-DP
decreased,OBS-DP
in size,OBS-DP
less,OBS-DP
pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DP
Cardiac,ANAT-DP
silhouette,ANAT-DP
enlarged,OBS-DP
unchanged,OBS-DP
acute,OBS-DA
osseous,ANAT-DP
abnormality,OBS-DA
small,OBS-DP
bilateral,ANAT-DP
effusions,OBS-DP
larger,OBS-DP
left,ANAT-DP
decreased,OBS-DP
in size,OBS-DP
Decreased,OBS-DP
pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DP
superimposed,OBS-DA
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
Moderate,OBS-DP
large,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
right,ANAT-DP
greater,OBS-DP
left,ANAT-DP
superimposed,OBS-U
pulmonary,ANAT-DP
edema,OBS-U
slightly,OBS-U
improved,OBS-U
layering,OBS-U
pleural,ANAT-DP
effusions,OBS-U
Vasculature,ANAT-DP
less,OBS-DP
engorged,OBS-DP
Cardiac,ANAT-DP
silhouette,ANAT-DP
Mild,OBS-DP
large,OBS-DP
bilateral,ANAT-DP
right,ANAT-DP
left,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
Degree,OBS-U
pulmonary,ANAT-DP
edema,OBS-U
slightly,OBS-U
improved,OBS-U
moderate - sized,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
increased,OBS-DP
size,OBS-DP
right,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DA
lungs,ANAT-DP
clear,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DA
consolidation,OBS-DA
pneumothorax,OBS-DA
A,OBS-DP
small,OBS-DP
calcified,OBS-DP
granuloma,OBS-DP
right,ANAT-DP
mid,ANAT-DP
lower,ANAT-DP
lung,ANAT-DP
zone,ANAT-DP
unchanged,OBS-DP
cardiac,ANAT-DP
size,ANAT-DP
mildly,OBS-DP
enlarged,OBS-DP
unchanged,OBS-DP
Mediastinal,ANAT-DP
contours,ANAT-DP
normal,OBS-DP
aorta,ANAT-DP
tortuous,OBS-DP
mild,OBS-DP
calcifications,OBS-DP
Degenerative,OBS-DP
changes,OBS-DP
lower,ANAT-DP
thoracic,ANAT-DP
upper,ANAT-DP
lumbar,ANAT-DP
spine,ANAT-DP
unchanged,OBS-DP
Enlarging,OBS-DP
moderate,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
Stable,OBS-DP
right,ANAT-DP
calcified,OBS-DP
granuloma,OBS-DP
Stable,OBS-DP
mild,OBS-DP
cardiomegaly,OBS-DP
moderate,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
overlying,OBS-DP
atelectasis,OBS-DP
underlying,OBS-U
consolidation,OBS-U
Mild,OBS-DP
prominence,OBS-DP
interstitial,ANAT-DP
mild,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
cardiac,ANAT-DP
silhouette,ANAT-DP
mildly,OBS-DP
enlarged,OBS-DP
mediastinal,ANAT-DP
contours,ANAT-DP
unremarkable,OBS-DP
pneumothorax,OBS-DA
Bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DA
cardiomegaly,OBS-DP
mild,OBS-DP
edema,OBS-DP
fluid,OBS-DP
overload,OBS-DP
underlying,OBS-U
consolidation,OBS-U
pneumonia,OBS-U
lung,ANAT-DP
bases,ANAT-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
lower,ANAT-DP
lobe,ANAT-DP
volume,ANAT-DP
loss,OBS-DP
dense,OBS-DP
lower,ANAT-DP
lobe,ANAT-DP
opacity,OBS-DP
volume,ANAT-DP
loss,OBS-DP
infiltrate,OBS-DP
effusion,OBS-DP
heart,ANAT-DP
moderately,OBS-DP
enlarged,OBS-DP
mild,OBS-DP
vascular,ANAT-DP
redistribution,OBS-DP
CHF,OBS-DP
slightly,OBS-DP
worse,OBS-DP
Heart,ANAT-DP
size,ANAT-DP
moderate,OBS-DP
large,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
moderately,OBS-U
enlarged,OBS-U
mediastinal,ANAT-DP
contours,ANAT-DP
grossly,OBS-DP
unremarkable,OBS-DP
Perihilar,ANAT-DP
haziness,OBS-DP
vascular,ANAT-DP
indistinctness,OBS-DP
diffuse,OBS-DP
alveolar,ANAT-DP
opacities,OBS-DP
moderate,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
Bibasilar,ANAT-DP
compressive,OBS-DP
atelectasis,OBS-DP
pneumothorax,OBS-DA
Moderate,OBS-DP
multilevel,OBS-DP
degenerative,OBS-DP
changes,OBS-DP
thoracic,ANAT-DP
spine,ANAT-DP
Moderate,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
moderate,OBS-DP
large,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
bibasilar,ANAT-DP
atelectasis,OBS-DP
Large,OBS-DP
right,ANAT-DP
moderate,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
severe,OBS-DP
bibasilar,ANAT-DP
atelectasis,OBS-DP
unchanged,OBS-DP
Cardiac,ANAT-DP
silhouette,ANAT-DP
obscured,OBS-DP
pneumothorax,OBS-DA
Pulmonary,ANAT-DP
edema,OBS-U
mild,OBS-U
obscured,OBS-U
heart,ANAT-DP
borderline,OBS-DP
size,ANAT-DP
mediastinal,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
within,OBS-U
normal,OBS-U
limits,OBS-U
left,ANAT-DP
hemidiaphragm,ANAT-DP
obscured,OBS-DP
retrocardiac,ANAT-DP
opacity,OBS-DP
pleural,ANAT-DP
effusion,OBS-DP
Retrocardiac,ANAT-DP
opacity,OBS-DP
pneumonia,OBS-U
left,ANAT-DP
basilar,ANAT-DP
atelectasis,OBS-DP
pleural,ANAT-DP
effusion,OBS-DP
left,ANAT-DP
Right,ANAT-DP
IJ,ANAT-DP
catheter,OBS-DP
low,ANAT-DP
right,ANAT-DP
atrium,ANAT-DP
retracted 4.5 cm,OBS-DP
low,ANAT-DP
SVC,ANAT-DP
Right,ANAT-DP
IJ,ANAT-DP
catheter,OBS-DP
low,ANAT-DP
right,ANAT-DP
atrium,ANAT-DP
retracted 4.5 cm,OBS-DP
low,ANAT-DP
SVC,ANAT-DP
right,ANAT-DP
IJ,ANAT-DP
right,ANAT-DP
atrium,ANAT-DP
pulled back about 5 cm,OBS-DP
tip,OBS-DP
lower,ANAT-DP
SVC,ANAT-DP
extensive,OBS-DP
retrocardiac,ANAT-DP
opacification,OBS-DP
substantial,OBS-DP
volume,ANAT-DP
loss,OBS-DP
left,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
Large,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
increased,OBS-DP
rightward,OBS-DA
mediastinal,ANAT-DP
shift,OBS-DA
worsening,OBS-DP
collapse,OBS-DA
left,ANAT-DP
lung,ANAT-DP
apex,ANAT-DP
Mild,OBS-DP
right,ANAT-DP
basal,ANAT-DP
atelectasis,OBS-DP
increased,OBS-DP
small,OBS-DP
right,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
Feeding,OBS-DP
tube,OBS-DP
wire,OBS-DP
stylet,OBS-DP
in place,OBS-DP
pylorus,ANAT-DP
Right,ANAT-DP
jugular,ANAT-DP
line,OBS-DP
superior cavoatrial junction,ANAT-DP
Cardiac,ANAT-DP
silhouette,ANAT-DP
obscured,OBS-DP
pneumothorax,OBS-DA
right,ANAT-DP
IJ,ANAT-DP
PICC,OBS-DP
line,OBS-DP
tip,OBS-DP
lower,ANAT-DP
SVC,ANAT-DP
little,OBS-DP
change,OBS-DP
extensive,OBS-DP
retrocardiac,ANAT-DP
opacification,OBS-DP
volume,ANAT-DP
loss,OBS-DP
left,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
Subtle,OBS-DP
opacity,OBS-DP
right,ANAT-DP
lung,ANAT-DP
base,ANAT-DP
early,OBS-U
pneumonia,OBS-U
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
mediastinal,ANAT-DP
silhouette,ANAT-DP
hila,ANAT-DP
normal,OBS-DP
Subtle,OBS-DP
opacity,OBS-U
right,ANAT-DP
base,ANAT-DP
early,OBS-U
pneumonia,OBS-U
moderate,OBS-DP
right,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
right,ANAT-DP
basal,ANAT-DP
consolidation,OBS-DP
unchanged,OBS-DP
Mild,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
improved,OBS-DP
small,OBS-DP
fluid,OBS-DP
right,ANAT-DP
minor,ANAT-DP
fissure,ANAT-DP
new,OBS-DA
focal,OBS-DA
consolidation,OBS-DA
pneumothorax,OBS-DA
Mediastinal,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
unchanged,OBS-DP
moderate,OBS-DP
cardiomegaly,OBS-DP
Improved,OBS-DP
mild,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
Unchanged,OBS-DP
moderate,OBS-DP
right,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
right,ANAT-DP
basal,ANAT-DP
consolidation,OBS-DP
Right,ANAT-DP
internal jugular central venous,OBS-DP
catheter,OBS-DP
proximal,ANAT-DP
mid,ANAT-DP
SVC,ANAT-DP
pneumothorax,OBS-DA
Cardiac,ANAT-DP
mediastinal,ANAT-DP
silhouettes,ANAT-DP
stable,OBS-DP
cardiac,ANAT-DP
silhouette,ANAT-DP
enlargement,OBS-DP
focal,OBS-DA
consolidation,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
Mild,OBS-DP
pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DP
slightly,OBS-DP
improved,OBS-DP
Right,ANAT-DP
internal jugular central venous,OBS-DP
catheter,OBS-DP
proximal,ANAT-DP
mid,ANAT-DP
SVC,ANAT-DP
pneumothorax,OBS-DA
Moderate,OBS-DP
right,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
right,ANAT-DP
basal,ANAT-DP
consolidation,OBS-DP
new,OBS-DP
pneumonia,OBS-U
associated exudate,OBS-U
reasonably,OBS-DP
well defined,OBS-DP
lucency,OBS-DP
descending,ANAT-DP
thoracic,ANAT-DP
aorta,ANAT-DP
fluid level,OBS-DA
lucency,OBS-DP
composite,OBS-U
shadow,OBS-U
cavitation,OBS-U
consolidation,OBS-U
Moderate,OBS-DP
enlarged,OBS-DP
cardiac,ANAT-DP
silhouette,ANAT-DP
pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DP
chronic,OBS-DP
edema,OBS-DA
moderate,OBS-DP
cardiomegaly,OBS-DP
azygos,ANAT-DP
vein,ANAT-DP
slightly,OBS-DP
prominent,OBS-DP
mediastinal,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
within,OBS-DP
normal,OBS-DP
limits,OBS-DP
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
lungs,ANAT-DP
well - expanded,OBS-DP
focal,OBS-DA
consolidation,OBS-DA
pneumonia,OBS-DA
Cephalization,OBS-DP
vessels,ANAT-DP
mild,OBS-DP
vascular,ANAT-DP
congestion,OBS-DP
Surgical,OBS-DP
clips,OBS-DP
near,ANAT-DP
left,ANAT-DP
hemidiaphragm,ANAT-DP
left,ANAT-DP
upper,ANAT-DP
quadrant,ANAT-DP
osseous,ANAT-DP
structures,ANAT-DP
within,OBS-DP
normal,OBS-DP
limits,OBS-DP
Mild,OBS-DP
vascular,ANAT-DP
congestion,OBS-DP
moderate,OBS-DP
cardiomegaly,OBS-DP
pneumonia,OBS-DA
Right,ANAT-DP
mid,ANAT-DP
lung,ANAT-DP
linear,OBS-DP
atelectasis,OBS-U
scarring,OBS-U
new,OBS-DA
focal,OBS-DA
consolidation,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
Cardiac,ANAT-DP
silhouette,ANAT-DP
top - normal,OBS-DP
size,ANAT-DP
Mediastinal,ANAT-DP
contours,ANAT-DP
unremarkable,OBS-DP
Surgical,OBS-DP
clips,OBS-DP
left,ANAT-DP
upper,ANAT-DP
quadrant,ANAT-DP
Right,ANAT-DP
mid,ANAT-DP
lung,ANAT-DP
linear,OBS-DP
atelectasis,OBS-U
scarring,OBS-U
Comminuted,OBS-DP
sternal,ANAT-DP
fracture,OBS-DP
multiple,OBS-DP
bilateral,ANAT-DP
rib,ANAT-DP
fractures,OBS-DP
trace,OBS-DP
bilateral,ANAT-DP
basilar,ANAT-DP
pneumothoraces,OBS-DP
acute,OBS-DA
displaced,OBS-DA
rib,ANAT-DP
fracture,OBS-DA
Lung,ANAT-DP
volumes,ANAT-DP
low,OBS-DP
bronchovascular,ANAT-DP
crowding,OBS-DP
Atelectatic,OBS-DP
changes,OBS-DP
bilateral,ANAT-DP
bases,ANAT-DP
secondary,OBS-DP
hypoventilation,OBS-DP
setting of splinting,OBS-DP
Cardiomediastinal,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
unchanged,OBS-DP
pleural,ANAT-DP
effusion,OBS-DA
consolidation,OBS-DA
Partially imaged,OBS-DP
spinal,ANAT-DP
fusion,OBS-DP
hardware,OBS-DP
intact,OBS-DP
Comminuted,OBS-DP
sternal,ANAT-DP
fracture,OBS-DP
multiple,OBS-DP
bilateral,ANAT-DP
rib,ANAT-DP
fractures,OBS-DP
trace,OBS-DP
bilateral,ANAT-DP
basilar,ANAT-DP
pneumothoraces,OBS-DP
Comminuted,OBS-DP
sternal,ANAT-DP
fracture,OBS-DP
multiple,OBS-DP
bilateral,ANAT-DP
rib,ANAT-DP
fractures,OBS-DP
trace,OBS-DP
bilateral,ANAT-DP
basilar,ANAT-DP
pneumothoraces,OBS-DP
Lung,ANAT-DP
volumes,ANAT-DP
persistently,OBS-DP
low,OBS-DP
Cardiac,ANAT-DP
mediastinal,ANAT-DP
contours,ANAT-DP
unchanged,OBS-DP
heart,ANAT-DP
size,ANAT-DP
mildly,OBS-DP
enlarged,OBS-DP
Pulmonary,ANAT-DP
vasculature,ANAT-DP
normal,OBS-DP
hilar,ANAT-DP
contours,ANAT-DP
within,OBS-DP
normal,OBS-DP
limits,OBS-DP
Linear,OBS-DP
opacities,OBS-DP
lung,ANAT-DP
bases,ANAT-DP
subsegmental,ANAT-DP
atelectasis,OBS-DP
large,OBS-DA
pneumothorax,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
bilateral,ANAT-DP
rib,ANAT-DP
fractures,OBS-DP
some,OBS-DP
acute,OBS-DP
Displaced,OBS-DP
healed,OBS-DP
acute,OBS-DP
sternal,ANAT-DP
fractures,OBS-DP
similar compared to the previous exams,OBS-DP
fusion,OBS-DP
hardware,OBS-DP
lumbar,ANAT-DP
spine,ANAT-DP
interval,OBS-DA
change,OBS-DA
Bibasilar,ANAT-DP
atelectasis,OBS-DP
low,OBS-DP
lung,ANAT-DP
volumes,ANAT-DP
sternal,ANAT-DP
fractures,OBS-DP
bilateral,ANAT-DP
rib,ANAT-DP
fractures,OBS-DP
Low,OBS-DP
lung,ANAT-DP
volumes,ANAT-DP
atelectatic,OBS-DP
changes,OBS-DP
bases,ANAT-DP
especially,OBS-DP
right,ANAT-DP
Right,ANAT-DP
chest,OBS-DP
tube,OBS-DP
in place,OBS-DP
pneumothorax,OBS-DA
vascular,ANAT-DP
congestion,OBS-DA
acute,OBS-DA
focal,OBS-DA
pneumonia,OBS-DA
Low,OBS-DP
lung,ANAT-DP
volumes,ANAT-DP
bibasilar,ANAT-DP
linear,OBS-DP
opacities,OBS-DP
unchanged,OBS-DP
atelectasis,OBS-U
Heart,ANAT-DP
size,ANAT-DP
top,OBS-DP
normal,OBS-DP
mediastinal,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
normal,OBS-DP
pulmonary,ANAT-DP
vasculature,ANAT-DP
normal,OBS-DP
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
sternal,ANAT-DP
fracture,OBS-DP
unchanged,OBS-DP
orientation,OBS-DP
rib,ANAT-DP
fractures,OBS-DA
lumbar,ANAT-DP
fixation,OBS-DP
hardware,OBS-DP
Bibasilar,ANAT-DP
linear,OBS-DP
opacities,OBS-DP
atelectasis,OBS-DP
unchanged,OBS-DP
Sternal,ANAT-DP
fracture,OBS-DP
unchanged,OBS-DP
endotracheal,OBS-DP
tube,OBS-DP
tip,OBS-DP
3 cm above,ANAT-DP
carina,ANAT-DP
transesophageal,OBS-DP
tube,OBS-DP
tip,OBS-DP
stomach,ANAT-DP
left,ANAT-DP
internal,ANAT-DP
jugular,ANAT-DP
catheter,OBS-DP
tip,OBS-DP
over,OBS-DP
upper,OBS-DP
SVC,OBS-DP
cardiac,ANAT-DP
silhouette,ANAT-DP
pulmonary,ANAT-DP
vasculature,ANAT-DP
unremarkable,OBS-DP
developing,OBS-DP
atelectasis,OBS-DP
right,ANAT-DP
lung,ANAT-DP
base,ANAT-DP
pneumothorax,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
left,ANAT-DP
internal,ANAT-DP
jugular,ANAT-DP
central,OBS-DP
venous,OBS-DP
catheter,OBS-DP
tip,OBS-DP
over,OBS-DP
upper,ANAT-DP
SVC,ANAT-DP
Developing,OBS-DP
right,ANAT-DP
basilar,ANAT-DP
atelectasis,OBS-DP
development,OBS-DP
widespread,OBS-DP
airspace,ANAT-DP
opacity,OBS-DP
central,ANAT-DP
pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DP
enlargement,OBS-DP
heart,ANAT-DP
bilateral,ANAT-DP
layering,OBS-DP
pleural,ANAT-DP
effusions,OBS-DP
pneumothorax,OBS-DA
Support,OBS-DP
devices,OBS-DP
in,OBS-DP
standard,OBS-DP
position,OBS-DP
New,OBS-DP
widespread,OBS-DP
airspace,ANAT-DP
opacity,OBS-DP
moderate,OBS-U
interstitial,ANAT-DP
edema,OBS-U
multifocal,OBS-U
pneumonia,OBS-U
noncardiogenic,OBS-U
edema,OBS-U
lungs,ANAT-DP
clear,OBS-DP
focal,OBS-DA
consolidation,OBS-DA
effusion,OBS-DA
Cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
upper,OBS-DP
limits,OBS-DP
normal,OBS-DP
size,OBS-DP
Diffuse,OBS-DP
osteopenia,OBS-DP
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
endotracheal,OBS-DP
tube,OBS-DP
tip,OBS-DP
3 cm above,ANAT-DP
carina,ANAT-DP
transesophageal,OBS-DP
tube,OBS-DP
tip,OBS-DA
lungs,ANAT-DP
grossly,ANAT-DP
clear,OBS-DP
confluent,OBS-DA
consolidation,OBS-DA
cardiac,ANAT-DP
silhouette,ANAT-DP
unremarkable,OBS-DP
Endotracheal,OBS-DP
tube,OBS-DP
appropriate,OBS-DP
position,OBS-DP
confluent,OBS-DP
bilateral,ANAT-DP
airspace,ANAT-DP
opacities,OBS-DP
upper,ANAT-DP
mid,ANAT-DP
lungs,ANAT-DP
new,OBS-DP
sparing,OBS-DP
lung,ANAT-DP
periphery,ANAT-DP
pulmonary,ANAT-DP
hemorrhage,OBS-U
edema,OBS-U
massive,OBS-U
aspiration,OBS-U
underlying,OBS-DP
diffuse,OBS-DP
interstitial,ANAT-DP
opacities,OBS-DP
pre - existing,OBS-DP
bibasilar,ANAT-DP
lung,ANAT-DP
opacification,OBS-DP
small,OBS-DP
pleural,ANAT-DP
effusions,OBS-DP
Sternal,ANAT-DP
wires,OBS-DP
intact,OBS-DP
aligned,OBS-DP
Moderate,OBS-DP
severe,OBS-DP
cardiomegaly,OBS-DP
stable,OBS-DP
Previous,OBS-DP
atelectasis,OBS-DP
moderate,OBS-DP
right,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
decreased,OBS-DP
mild,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
Bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
small,OBS-DP
pneumothorax,OBS-DA
bilateral,ANAT-DP
diffuse,OBS-DP
airspace,ANAT-DP
process,OBS-DP
significantly,OBS-DA
changed,OBS-DA
left,ANAT-DP
lower,ANAT-DP
lung,ANAT-DP
Findings,OBS-DP
severe,OBS-U
pulmonary,ANAT-DP
edema,OBS-U
hemorrhage,OBS-U
Right,ANAT-DP
subclavian,ANAT-DP
PICC,OBS-DP
line,OBS-DP
unchanged,OBS-DP
position,OBS-DP
post,OBS-DP
median,OBS-DP
sternotomy,OBS-DP
stably,OBS-DP
enlarged,OBS-DP
heart,ANAT-DP
Stable,OBS-U
small,OBS-U
pleural,ANAT-DP
effusions,OBS-U
pneumothorax,OBS-DA
widespread,OBS-DP
pulmonary,ANAT-DP
alveolar,ANAT-DP
opacities,OBS-DP
slight,OBS-DP
interval,OBS-DP
improvement,OBS-DP
bases,ANAT-DP
This,OBS-DP
pulmonary,ANAT-DP
edema,OBS-U
pulmonary,ANAT-DP
hemorrhage,OBS-U
Right,ANAT-DP
subclavian,ANAT-DP
PICC,OBS-DP
line,OBS-DP
unchanged,OBS-DP
position,OBS-DP
Status,OBS-DP
post,OBS-DP
median,OBS-DP
sternotomy,OBS-DP
stably,OBS-DP
enlarged,OBS-DP
cardiac,ANAT-DP
contour,ANAT-DP
Bilateral,ANAT-DP
predominantly,ANAT-DP
upper,ANAT-DP
airspace,ANAT-DP
opacities,OBS-DP
stable,OBS-DP
pulmonary,ANAT-DP
hemorrhage,OBS-U
edema,OBS-U
Small,OBS-DP
bilateral,ANAT-DP
effusions,OBS-DP
pneumothorax,OBS-DA
heart,ANAT-DP
moderately,OBS-DP
severely,OBS-DP
enlarged,OBS-DP
partially,OBS-DP
obscured,OBS-DP
fissural,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
right,ANAT-DP
Atelectasis,OBS-U
consolidation,OBS-U
right,ANAT-DP
lung,ANAT-DP
base,ANAT-DP
chronicity,OBS-U
mild,OBS-U
pulmonary,ANAT-DP
edema,OBS-U
pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-U
pneumothorax,OBS-DA
Mild,OBS-DP
left,ANAT-DP
basal,ANAT-DP
atelectasis,OBS-DP
Lungs,ANAT-DP
otherwise,OBS-DP
clear,OBS-DP
pneumonia,OBS-DA
edema,OBS-DA
large,OBS-DA
effusion,OBS-DA
pneumothorax,OBS-DA
Cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
normal,OBS-DP
Bony,ANAT-DP
structures,ANAT-DP
intact,OBS-DP
free,OBS-DA
air,OBS-DA
below,ANAT-DP
right,ANAT-DP
hemidiaphragm,ANAT-DP
Mild,OBS-DP
left,ANAT-DP
basal,ANAT-DP
atelectasis,OBS-DP
displaced,OBS-U
rib,ANAT-DP
fracture,OBS-U
Loops,OBS-DP
catheter,OBS-DP
midline,ANAT-DP
abdomen,ANAT-DP
Moderately,OBS-DP
severe,OBS-DP
bibasilar,ANAT-DP
atelectasis,OBS-DP
worsened,OBS-DP
both,ANAT-DP
lungs,ANAT-DP
upper,ANAT-DP
lungs,ANAT-DP
clear,OBS-DP
heart,ANAT-DP
size,ANAT-DP
normal,OBS-DP
pneumothorax,OBS-DA
right,ANAT-DP
PICC,OBS-DP
line,OBS-DP
tip,OBS-DP
mid,ANAT-DP
SVC,ANAT-DP
Cardiomediastinal,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
stable,OBS-DP
improvement,OBS-DP
left,ANAT-DP
basilar,ANAT-DP
opacity,OBS-DP
small,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
right,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
new,OBS-DP
right,ANAT-DP
basilar,ANAT-DP
opacity,OBS-DP
atelectasis,OBS-U
pneumonia,OBS-U
New,OBS-DP
right,ANAT-DP
basilar,ANAT-DP
opacity,OBS-DP
pneumonia,OBS-DP
Improvement,OBS-DP
left,ANAT-DP
basilar,ANAT-DP
opacity,OBS-DP
small,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
nasogastric,OBS-DP
tube,OBS-DP
below,ANAT-DP
diaphragm,ANAT-DP
within,ANAT-DP
stomach,ANAT-DP
right,ANAT-DP
